dataset collection,dataset short name,dataset title (for humans),description,content notes,keywords,created,creator,department,dataset publisher,dataset short name - old,img,imgcaption,format,sha256sum,licence,usage terms,curator,project name,Date range of content,Digital Asset Register ID,filename,doi,how to use data,isreleased
digbks,db13,OCR text derived from digitised books published 1900 - c. 1946. ALTO XML.,"This set consists 1251 volumes, published between 1900-1946.

The dataset comprises text from the collection of digitised books created using Optical Character Recognition (OCR) technology. The books cover a wide range of subject areas including philosophy, history, poetry and literature. The dataset is in Analysed Layout and Text Object (ALTO) Extensible Markup Language (XML) format. ","This dataset contains a set of zipfiles, each containing the set of ALTO XML files for a single volume of a book (or a single book, if it consists of a single volume). This dataset was zipped up using 7zip due to its large size, and we recommend you use the same to unzip it. Without using an application like 7zip, older versions of Windows may fail to open it, claiming that the zipfile is corrupt or damaged in some way.

A volume's filename will give you a lot of information about itself - what the system identifier is (the first large number), what volume and the range of pages within. The final large number (before the ""dat"") while this can be safely disregarded, it is unique to that particular volume and may be of some use.

The system identifier links back to the print version of the work on the British Library catalogue. You can either download the metadata file that describes all these works, or search on <a href=""http://explore.bl.uk/"">Explore The British Library</a> with the identifier to see further details about that item.","microsoft, books, digitised, nineteenth,century, metadata, xml, alto",2014,British Library,British Library Labs,British Library,digbks-1900-46-altoxml,,,"zip file, comprising a zip file of ALTO XML per book volume.",,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Adrian Edwards,Microsoft Digitisation Project,1900 - 1946,DAR00147,1900_1949.zip,10.21250/db13,,y
digbks,db20,OCR text derived from digitised books (unknown precise publication dates) ALTO XML.,"This set consists 284 volumes.

The dataset comprises text from the collection of digitised books created using Optical Character Recognition (OCR) technology. The books cover a wide range of subject areas including philosophy, history, poetry and literature. The dataset is in Analysed Layout and Text Object (ALTO) Extensible Markup Language (XML) format. ","This dataset contains a set of zipfiles, each containing the set of ALTO XML files for a single volume of a book (or a single book, if it consists of a single volume). This dataset was zipped up using 7zip due to its large size, and we recommend you use the same to unzip it. Without using an application like 7zip, older versions of Windows may fail to open it, claiming that the zipfile is corrupt or damaged in some way.

A volume's filename will give you a lot of information about itself - what the system identifier is (the first large number), what volume and the range of pages within. The final large number (before the ""dat"") while this can be safely disregarded, it is unique to that particular volume and may be of some use.

The system identifier links back to the print version of the work on the British Library catalogue. You can either download the metadata file that describes all these works, or search on <a href=""http://explore.bl.uk/"">Explore The British Library</a> with the identifier to see further details about that item.","microsoft, books, digitised, nineteenth,century, metadata, xml, alto",2014,British Library,British Library Labs,British Library,,,,"zip file, comprising a zip file of ALTO XML per book volume.",,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Adrian Edwards,Microsoft Digitisation Project,1900 - 1946,DAR00147,unknown.zip,10.21250/db20,,y
digbks,db14,Digitised Books. c. 1510 - c. 1946. JSON (OCR derived text).,"The dataset comprises text created by OCR from the 49,455 digitised books, equating to 65,227 volumes (25+ million pages), published between c. 1510 - c. 1946. The books cover a wide range of subject areas including philosophy, history, poetry and literature. The dataset is in JavaScript Object Notation (JSON) text format.  Links metadata, PDFs, Flickr images, digital versions","The 10.5 GB .bz2 file contains page level JSON formatted and OCR derived text.

Each file is equivalent to a volume in the collection and the file is named to reflect the identifier and volume of the print work it is taken from. Each JSON file is simply a hash of the page number to the text found on that page.","microsoft, books, digitised,json, text",2014,British Library,British Library Labs,British Library,digbks-jsontext,digibooks-JSON.jpg,"Image, pg 444: 'Roma en el Centenar de San Pedro. Descripcion de las fiestas que han de celebrarse en la ciudad eterna ... y de la canonizacion de varios mártires. Viaje de Madrid á Roma, etc. [With illustrations.]' by José María Carulla, 1867",,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Adrian Edwards,Microsoft Digitisation Project,c. 1510 - c. 1946,DAR00147,dig19cbooksjsontext.bz2,10.21250/db14,,y
digbks,db15,Digitised Books - Flickr Tag History - Dec 2013 to March 2016. TSV.,"The dataset comprises user submitted tags (with dates) added to the British Library Flickr Commons collections up to March 2016. The images were algorithmically gathered from 49,455 digitised books, equating to 65,227 volumes (25+ million pages), published between c. 1510 - c. 1946. The books cover a wide range of subject areas including philosophy, history, poetry and literature. The dataset is in Tab Separated Values (TSV) format.  ","The 9 MB ZIP contains a ~60MB TSV file, which details the tagging data of the British Library Flickr Commons images as of March 2016

The columns in the TSV are follows:

flickrid - the Flickr ID number
from - when the tag was first spotted (in seconds, epoch time)
to - when the tag was last spotted (in seconds, epoch time). The final scan date present in the data is ""1432035280"" 
tagid - the Flickr internal ID for the tag
author - the tag submitter's username
tag - the tag they added
mode - whether the tag was added or deleted.","microsoft, books, digitised, Flickr, tag history, tags, tagging, tsv",2014,British Library,British Library Labs,British Library,digbks-img-tag-hist-tsv,digibooks-imagestaghistory-TSV.jpg,"Image, pg 32: '[The garden of eloquence, etc.]' by Henry Peacham the Elder, 1593",,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Adrian Edwards,Microsoft Digitisation Project,c. 1510 - c. 1946,DAR00147,UserSubmittedtags_Dec2013_March2016.zip,10.21250/db15,,y
digbks,db16,Digitised Books - Images of the bound covers of books. c. 1510 - c. 1946. JPG.,"The dataset comprises c. 61,561 images identified as 'Book Covers' from the British Library's Flickr Commons collections, dating between c. 1510 - c. 1946. 

The images were algorithmically gathered from 49,455 digitised books, equating to 65,227 volumes (25+ million pages), published between c. 1510 - c. 1946. The books cover a wide range of subject areas including philosophy, history, poetry and literature. The images are in .JPEG format. ","The 51.1 GB .ZIP file (created using 7-Zip) contains c. 61,561 .jpeg images in 327 folders.","microsoft,books,digitised,images,bookcovers",2014,British Library,British Library Labs,British Library,digbks-covers-jpg,digbks_covers.jpg,,,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Adrian Edwards,Microsoft Digitisation Project,c. 1510 - c. 1946,DAR00147,dig19cbooks-covers.zip,10.21250/db16,,y
digbks,db17,Digitised Books - Images identified as Embellishments. c. 1510 - c. 1946. JPG.,"The dataset comprises c. 41,6951 images identified as ‘Embellishments’ from the British Library's Flickr Commons collections, dating between c. 1510 - c. 1946. The images were algorithmically gathered from 49,455 digitised books, equating to 65,227 volumes (25+ million pages), published between c. 1510 - c. 1946. The books cover a wide range of subject areas including philosophy, history, poetry and literature. The images are in .JPEG format.","The 43.8 GB .ZIP file (created using 7-Zip) contains c.416,951 .jpeg images in 316 folders.","microsoft,books,digitised,images,embellishments",2014,British Library,British Library Labs,British Library,digbks-img-embell-jpg,digibooks-imagesembellishments.jpg,"Image, pg 145: 'Ballads and Songs of Lancashire chiefly older than the 19th Century. Collected, compiled, and edited, with notes, by J. H., etc. L.P' by John Antiquary Harland, 1865",,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Adrian Edwards,Microsoft Digitisation Project,c. 1510 - c. 1946,DAR00147,dig19cbooks-embellishments.zip,10.21250/db17,,y
digbks,db18,Digitised Books - Images identified as Medium Sized Images. c. 1567 - c. 1927. JPG.,"The dataset comprises c. 217,101 images identified as 'Medium Sized Images' from the British Library's Flickr Commons collections, dating between c. 1567 - c. 1927. The images were algorithmically gathered from 49,455 digitised books, equating to 65,227 volumes (25+ million pages), published between c. 1510 - c. 1946; Medium Sized images have currently been identified within the date range c. 1567 - c. 1927. The books cover a wide range of subject areas including philosophy, history, poetry and literature. The images are in .JPEG format.","The 88 GB .ZIP file (created using 7-Zip) contains c.217,101 .jpeg images in 215 folders.","microsoft,books,digitised,images,medium sized images",2014,British Library,British Library Labs,British Library,digbks-img-md-sized-jpg,digibooks-imagesmediumsized.jpg,"Image, pg 91: 'The Nile Boat; or, Glimpses of the land of Egypt ... Second edition. [With plates.]' by William Henry Bartlett, 1850",,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Adrian Edwards,Microsoft Digitisation Project,c. 1567 - c. 1927,DAR00147,dig19cbooks-medium-sized-images.zip,10.21250/db18,,y
digbks,db19,Digitised Books - Images identified as Plates. c. 1528 - c. 1926. JPG.,"The dataset comprises c. 385,237 images identified as 'Plates' from the British Library's Flickr Commons collections, dating between c. 1528 – c. 1926. The images were algorithmically gathered from 49,455 digitised books, equating to 65,227 volumes (25+ million pages), published between c. 1510 - c. 1946; Plates have currently been identified within the date range c. 1528 - c. 1926. The books cover a wide range of subject areas including philosophy, history, poetry and literature. The images are in .JPEG format.","The 394 GB .ZIP file (created using 7-Zip) contains c.38,5237 .jpeg images in 202 folders.","microsoft,books,digitised,images,plates",2014,British Library,British Library Labs,British Library,digbks-img-plates-jpg,digibooks-imagesplates.jpg,"Plate: Cascade on Sneuwberg. In 'A collection of plates illustrative of African scenery and animals' illustrated by Samuel Daniell, 1804 ",,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Adrian Edwards,Microsoft Digitisation Project,c. 1528 - c. 1926,DAR00147,dig19cbooks-plates.zip,10.21250/db19,,y
ethos,ethos1,UK Doctoral Theses (EThOS) Abstracts and Metadata - 01/03/2015. XLS.,"The dataset comprises metadata descriptions for over 350,000 PhD theses awarded by UK Higher Education institutions, aggregated by the British Library's EThOS service. Abstracts are included for around one third of the records.

Please contact <a href=""mailto:ethos-help@bl.uk"">ethos-help@bl.uk</a> if you would like to use this dataset in your research.","The data is not 100% in its coverage of UK doctoral theses, but we estimate 90% of all theses are included. There is one 150Mb .ZIP file (created using 7-Zip) which contains one .XLS (2010 version) spreadsheet containing 387,332 rows, with columns entitled; Title, Author, Supervisor(s), Awarding Body, Institution, Date, Qualification, Abstract, Keywords, Dewey Decimal Classification (DDC), Embargo, Restrictions, Institutional Repository (IR) Link, EThOS Link","theses, PhD,doctoral,Higher Education,HE,student,research,dissertations,ethos",2015,British Library,EThOS,British Library,ethosmetadatabstracts01032015,ethosabstractsmetadata010315.jpg,EThOS,Microsoft Excel 2010 Spreadsheet (.xls),,Please seek permission from BL before re-using the data,Please seek permission from BL before re-using the data,Heather Rosie,,1787 - 2016,,,10.21250/ethos1,"Analyse trends in postgraduate research, make connections between researchers, PhD supervisors or funders by exploring this unique set of UK thesis data. You can investigate research that's already been done on really specific topics such as people, place names, chemical compounds or proteins, by text mining the extensive abstracts provided as part of the metadata.
The data has been used to develop academic language learning tools; to extract novel compounds unpublished elsewhere; and for machine-learning projects aiming to enhance other national  collections. 
Explore the UK's doctoral research outputs by investigating and re-using this unique collection of UK universities' PhD thesis data.",y
digbks,db21,19th Century Books - Book Metadata - 01/09/2013.,"The dataset holds metadata on the the books digitised within this collection, providing a quick means to connect a book identifier with some of the key bibliographic metadata about it. The metadata is held in JSON notation for ease of reuse.","The dataset is a compilation of data from a variety of different data sources and as such, acts more to bind together these systems than to replace the Library's catalogue systems. The canonical and most up to date information will be on those systems and this file should always be seen to be superceded by their metadata.

NB this is a large file, and problems using some tools such as ""./jq"" have been reported. The file was created with python's ""json"" module"" and can be opened and used with it. This JSON file can be flattened (with a loss of some qualifying information) into a CSV file using <a href=""https://gist.github.com/benosteen/7dd20109bbdf7716218ba73279c70a3c"">this python script.</a>

That said, the metadata presented here is very useful in connecting the basic metadata of a book with its PDF on the British Library systems, as well as connecting it to the illustrations ""cut"" from its pages and uploaded to Flickr Commons.

Here is an example record:

{
                ""datefield"": ""[1888]"",
                ""imgs"": {
                        ""0"": {
                                ""000006"": [""11193640604""],
                                ""000021"": [""11291327843""],
                                ""000004"": [""11194557546""],
                                ""000016"": [""11195895503""],
                                ""000011"": [""11193211526""],
                                ""000010"": [""11105407186"", ""11102797916""],
                                ""000012"": [""11290477144""],
                                ""000037"": [""11290757205""],
                                ""000035"": [""11290567494""],
                                ""000027"": [""11196186866""],
                                ""000033"": [""11193563513""],
                                ""000032"": [""11105696613""],
                                ""000031"": [""11289757376""],
                                ""000030"": [""11289521295""],
                                ""000023"": [""11289589926""],
                                ""000014"": [""11291300706""],
                                ""000015"": [""11100321335""],
                                ""000024"": [""11291438044""],
                                ""000007"": [""11104733396""],
                                ""000025"": [""11289879506""]
                        }
                },
                ""shelfmarks"": [""British Library HMNTS 10347.cc.13.(4.)""],
                ""publisher"": ""A. Heywood & Son"",
                ""title"": [""A Gossip about Old Manchester. With illustrations. [Signed: A.]""],
                ""edition"": """",
                ""flickr_url_to_book_images"": ""http://www.flickr.com/photos/britishlibrary/tags/sysnum000000037"",
                ""place"": ""Manchester"",
                ""issuance"": ""monographic"",
                ""authors"": {},
                ""date"": ""1888"",
                ""pdf"": {
                        ""0"": ""lsidyv3bd2589c""
                },
                ""identifier"": ""000000037"",
                ""corporate"": {}
        }

The fields are mostly self-explanatory. The difference between 'datefield' and 'date' is that 'datefield' hold the data that was present in the original metadata file, and 'date' is an attempt to coerce this into a useful field to sort on. The 'imgs' field holds the flickr identifiers for all the illustrations cut from this work and uploaded to flickr. (Replace {ID} with the identifier in http://flickr.com/photos/{ID} to go to it). 'imgs' is broken down by volume and then by page. A book that consists of a single volume will only have the ""0"" volume field.

To get the PDF for this work, replace {ID} with the pdf identifier (starts with 'lsid') in http://access.bl.uk/item/pdf/{ID}.
","microsoft,books,json,metadata,bibliographic",2014,British Library,British Library Labs,British Library,19thcbooksmetadata01092013,,,,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Adrian Edwards,Microsoft Digitisation Project,c. 1510 - c. 1946,DAR00147,book_data.zip,10.21250/DB21,,y
india-office-records,iob,Botany in British India Transcriptions. METS ALTO / TEI. ,"The dataset comprises transcriptions of a 700 page sample taken from the digitised Botany in British India collection. The transcriptions were produced using the Transkribus platform, as training material for the Handwritten Text Recognition (HTR) tool.",,"India Office Records, East India Company, botany, botanical gardens",2016,India Office Record Department,India Office Records Department,British Library,indiaofficebotany,indiaofficebotany.jpg,Botany and botanical gardens in colonial India,,,OGL,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Antonia Moon,Handwritten Text Recognition Pilot,1780 - 1860,,,,,n
bookbindings,bkb,Digitised bookbindings. 15th century - 1873. JPG.,"The dataset comprises digitised historic bookbindings from the British Library collections, the majority dating between the 15th century and 1873 (border year). The bookbindings are predominantly western European, however African, Asian and Oriental bindings are also represented. The dataset contains high resolution images and metadata relating to the bookbindings of books and manuscripts. 
 
","8570 binding images of items published in 1873 or less, with information about shelfmarks etc. Other items have been removed where the BL do not own the rights of the image (for example, owned by KB – Dutch Royal Library).The approximate timeframe for the content is from 7 c to 1873 (the publishing date of the book). The majority of images are JPEGS taken at 300dpi.","digitised, bookbindings, collections, books, manuscripts, Wikimedia commons, Flickr commons ",2015-08,British Library,British Library Labs ,British Library,bkbindings-jpg,bookbindings-image.jpg,"Upper cover: ‘ALBUM amicorum of Philippus de Glarges, of Haarlem, student of medicine, containing autograph signatures and inscriptions of English and foreign physicians, divines, scholars, etc.; 1636-1641’. Bound in the Netherlands. Shelfmark: Add Ms 23105 ","circa 10000 binding JPGs at 300 dpi,Metadata for the bindings",,"CC0 1.0 Public Domain,CC0 1.0 Public Domain","https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/","Phillipa Marks, Adrian Edwards",Historic bookbindings,15th century - 1873,DAR00025 (also incorporating DAR00121 - Victorian Bindings),"bindings.zip,bookbindings_pre_1874.xlsx",,,n
lodbnb,bnb1,"Linked Open British National Bibliography - Books. 1950-
N-Triples and RDF/XML.","This dataset includes metadata for books published or distributed in the UK since 1950. 


","Latest release: The two files represent different serializations for the same dataset.

DOI https://doi.org/10.22021/BBLDNTZ201611 - The 1,108,274 KB N-Triples .zip file (created using 7-Zip) contains 32 N-Triples files and 1 PDF file for Terms & Conditions. The data consists of 108,017,126 triples, representing 3,091,248 books.

DOI https://doi.org/10.22021/BBLDRDFZ201611 - The 1,133,334 KB RDF/XML .zip file (created using 7-Zip) contains 66 RDF/XML files and 1 PDF file for Terms & Conditions.

Previous versions: The DOIs listed below identify previous versions of the dataset. These versions only differ in their temporal coverage, unless stated otherwise. Previous versions are available on request.

DOI https://doi.org/10.22021/BBLDNTZ201610
DOI https://doi.org/10.22021/BBLDRDFZ201610 
DOI https://doi.org/10.22021/BBLDNTZ201609 
DOI https://doi.org/10.22021/BBLDRDFZ201609 ","metadata, bnb, british national bibliography, linked open data, N-Triples, nt, books",2016-11,Corine Deliot,Collection Metadata,British Library,bnblodbooks,bnblodbooks.jpg,British Library National Bibliography Data Model for Books.,"N-Triples,RDF/XML",,"CC0 1.0 Public Domain,CC0 1.0 Public Domain","https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/",Collection Metadata,Linked Open BNB,1950 - 2016,,"http://www.bl.uk/bibliographic/downloads/BNBLODBooks_201611_nt.zip,http://www.bl.uk/bibliographic/downloads/BNBLODBooks_201611_rdf.zip",10.22021/LODBNB1,,y
lodbnb,bnb2,"Linked Open British National Bibliography - Serials. 1950-
N-Triples and RDF/XML.","This dataset includes metadata for serials published or distributed in the UK since 1950.


","Latest release: The two files represent different serializations for the same dataset.

DOI https://doi.org/10.22021/BSLDNTZ201611 - The 42,547 KB N-Triples file (created using 7-Zip) contains 2 N-Triples files and 1 PDF file for Terms & Conditions. The data consists of 4,024,767 triples, representing 115,433 periodicals.

DOI https://doi.org/10.22021/BSLDRDFZ201611 - The 37,236 KB RDF/XML file (created using 7-Zip) contains 7 RDF/XML files and 1 PDF for Terms & Conditions.

Previous versions: The DOIs listed below identify previous versions of the dataset. These versions only differ in their temporal coverage, unless stated otherwise. Previous versions are available on request.

DOI https://doi.org/10.22021/BSLDNTZ201610 
DOI https://doi.org/10.22021/BSLDRDFZ201610 
DOI https://doi.org/10.22021/BSLDNTZ201609 
DOI https://doi.org/10.22021/BSLDRDFZ201609 


","metadata, bnb, british national bibliography, linked open data, N-Triples, nt, serials",2016-11,Corine Deliot,Collection Metadata,British Library,bnblodserials,bnblodserials.jpg,British Library National Bibliography Data Model for Serials.,"N-Triples, RDF/XML",,"CC0 1.0 Public Domain,CC0 1.0 Public Domain","https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/",Collection Metadata,Linked Open BNB,1950 - 2016,,"http://www.bl.uk/bibliographic/downloads/BNBLODSerials_201611_nt.zip,http://www.bl.uk/bibliographic/downloads/BNBLODSerials_201611_rdf.zip",10.22021/LODBNB2,,y
UKWA,jisc1,JISC UK Web Domain Dataset Format Profile. 1996 - 2010. ,"The dataset is a format profile, summarising media type (MIME type) data formats contained within all of the HTTP 200 OK responses in the 1996 - 2010 tranche of the JISC UK Web Domain Dataset.  

In partnership with the Internet Archive and JISC, UKWA had obtained access to the subset of the Internet Archive’s web collection that relates to the UK. The JISC UK Web Domain Dataset (1996 - 2013) contains all of the resources from the Internet Archive that were hosted on domains ending in ‘.uk’, or that are required in order to render those UK pages. 

For more information: <a href=""http://data.webarchive.org.uk/opendata/ukwa.ds.2/fmt/"">http://data.webarchive.org.uk/opendata/ukwa.ds.2/fmt/</a>",,"UKWA Open Data, JISC UK, archive, web domain dataset, 1996-2010,format profile",,UKWA Open Data,UKWA,British Library,JISCUKwebdomainformatprofile,UKWA-formatprofile-image.jpg,"Table showing usage trends from an example dataset of popular image formats, http://www.webarchive.org.uk/ukwa/",,,CC0 1.0 Public Domain,http://creativecommons.org/publicdomain/zero/1.0/,UKWA Open Data,UKWA Open Data,1996 - 2010,,https://github.com/ukwa/opendata/tree/master/ukwa.ds.2/fmt,10.5259/ukwa.ds.2/fmt/1,,y
UKWA,jisc2,JISC UK Web Domain Dataset Geoindex. 1996 - 2010. TSV.,"The dataset comprises ~2.5 billion 200 OK responses in the 1996 - 2010 tranche of the JISC UK Web Domain Dataset Dataset which have been scanned for geographic references - specifically postcodes. This set of postcode citations, found at particular URLs and crawled at particular times, forms an historical geoindex of the UK web. 

In partnership with the Internet Archive and JISC, UKWA had obtained access to the subset of the Internet Archive’s web collection that relates to the UK. The JISC UK Web Domain Dataset (1996 - 2013) contains all of the resources from the Internet Archive that were hosted on domains ending in ‘.uk’, or that are required in order to render those UK pages. 

The geoindex dataset is composed of c. 700,641,549 lines of Tab Separated Values (TSV) data, each asserting that a given web page, crawled at a given data, contained one or more references to a given postcode. Uncompressed, this is a total of 61 GB of text, and so care should be taken before downloading or attempting to use this data set. 

For more details about how the data was created, its format, and how to use it, see https://github.com/ukwa/opendata/tree/master/ukwa.ds.2/geo

For more information: <a href=""http://data.webarchive.org.uk/opendata/ukwa.ds.2/geo/"">http://data.webarchive.org.uk/opendata/ukwa.ds.2/geo/ </a>",,"UKWA Open Data, JISC UK, archive, web domain dataset, 1996-2010, geoindex",,UKWA Open Data,UKWA,British Library,JISCUKwebdomaingeoindex,UKWA-geoindex-image.jpg,"Webpage screenshot, http://www.webarchive.org.uk/ukwa/",,,CC0 1.0 Public Domain,http://creativecommons.org/publicdomain/zero/1.0/,UKWA Open Data,UKWA Open Data,1996 - 2010,,http://www.webarchive.org.uk/datasets/ukwa.ds.2/geo/,10.5259/ukwa.ds.2/geo/1,,y
UKWA,jisc3,JISC UK Web Domain Dataset Host Link Graph. 1996 - 2010. TSV.,"The dataset comprises ~2.5 billion 200 OK responses from the 1996 - 2010 tranche of the JISC UK Web Domain Dataset which have been scanned for hyperlinks. For each link, UKWA extracts the host that the link targets, and uses this to build up a picture of which hosts have linked to which other hosts, over time. 

In partnership with the Internet Archive and JISC, UKWA had obtained access to the subset of the Internet Archive’s web collection that relates to the UK. The JISC UK Web Domain Dataset (1996 - 2013) contains all of the resources from the Internet Archive that were hosted on domains ending in ‘.uk’, or that are required in order to render those UK pages. 

For more information: <a href=""http://data.webarchive.org.uk/opendata/ukwa.ds.2/host-linkage/"">http://data.webarchive.org.uk/opendata/ukwa.ds.2/host-linkage/</a>",,"UKWA Open Data, JISC UK, archive, web domain dataset, 1996-2010, host link graph",,UKWA Open Data,UKWA,British Library,JISCUKwebdomainhostlinkgraph,UKWA-hostlink-image.jpg,"1996 UK Link Graph image, generated by Rainer Simon: twitter.com/aboutgeo/status/340445334801092609, http://www.webarchive.org.uk/ukwa/",,,CC0 1.0 Public Domain,http://creativecommons.org/publicdomain/zero/1.0/,UKWA Open Data,UKWA Open Data,1996 - 2010,,http://www.webarchive.org.uk/datasets/ukwa.ds.2/linkage/,10.5259/ukwa.ds.2/host.linkage/1,,y
UKWA,jisc4,JISC UK Web Domain Dataset Crawled URL Index. 1996 - 2013. CDX.,"The dataset comprises original compound index (CDX) files that have been re-assembled into 18 separate CDX files for each year of crawling activity represented (1996 - 2013). Please note that the individual CDX files are not sorted. In order to enable access to web archives, UKWA uses CDX files to act as indexes so that it is possible to look up which ARC or WARC files contain which URLs and responses.
 
In partnership with the Internet Archive and JISC, UKWA had obtained access to the subset of the Internet Archive’s web collection that relates to the UK. The JISC UK Web Domain Dataset (1996 - 2013) contains all of the resources from the Internet Archive that were hosted on domains ending in ‘.uk’, or that are required in order to render those UK pages.

For more information: <a href=""http://data.webarchive.org.uk/opendata/ukwa.ds.2/cdx/"">http://data.webarchive.org.uk/opendata/ukwa.ds.2/cdx/</a>
",,"UKWA Open Data, JISC UK, archive, web domain dataset, 1996-2010, crawled URL index",,UKWA Open Data,UKWA,British Library,JISCUKwebdomainURL,UKWA-cdxcrawledurl-image.jpg,"Format example of CDX, used to act as indexes, http://www.webarchive.org.uk/ukwa/",,,CC0 1.0 Public Domain,http://creativecommons.org/publicdomain/zero/1.0/,UKWA Open Data,UKWA Open Data,1996 - 2010,,http://www.webarchive.org.uk/datasets/ukwa.ds.2/cdx/,10.5259/ukwa.ds.2/cdx/1,,y
UKWA,ukwa,UK Selective Web Archive Classification Dataset. 1996 - 2010. TSV. ,"The dataset comprises a manually curated selective archive produced by UKWA which includes the classification of sites into a two-tiered subject hierarchy.

In partnership with the Internet Archive and JISC, UKWA had obtained access to the subset of the Internet Archive’s web collection that relates to the UK. The JISC UK Web Domain Dataset (1996 - 2013) contains all of the resources from the Internet Archive that were hosted on domains ending in ‘.uk’, or that are required in order to render those UK pages.

UKWA have made this manually-generated classification information available as an open dataset in Tab Separated Values (TSV) format. 
UKWA is particularly interested in whether high-level metadata like this can be used to train an appropriate automatic classification system so that this manually generated dataset may be used to partially automate the categorisation of the UKWA’s larger archives. UKWA expects that an appropriate classifier might require more information about each site in order to produce reliable results, and a future goal is to augment this dataset with further information. Options include: for each site, making the titles of every page on that site available, and for each site, extract a set of keywords that summarise the site, via the full-text index. 

For more information: <a href=""http://data.webarchive.org.uk/opendata/ukwa.ds.1/classification/"">http://data.webarchive.org.uk/opendata/ukwa.ds.1/classification/</a>
",Open dataset comprising a manually-generated selective archive in .TSV format.  ,"UKWA Open Data, JISC UK, archive, web domain dataset, 1996-2010, classification dataset",,UKWA Open Data,UKWA,British Library,UKselectivewebclassification,UKWA-classification-dataset-image.jpg,"Classification data structure example, http://www.webarchive.org.uk/ukwa/",,,CC0 1.0 Public Domain,http://creativecommons.org/publicdomain/zero/1.0/,UKWA Open Data,UKWA Open Data,1996 - 2010,,http://data.webarchive.org.uk/opendata/ukwa.ds.1/classification/,10.5259/ukwa.ds.1/classification/1,,y
offthemap,off1,"""Off The Map 2014 - Gothic"" - Resource assets",The 'Off the Map' annual competition challenges designers to create exciting interactive digital media using the British Library's digital collections as inspiration. The 'Gothic Off the Map' (2014) competition was an accompaniment to the British Library's Terror and Wonder: The Gothic Imagination exhibition.,"Release of existing BL digital assets for reuse in the 'Off the Map' competition:  

-three books
-five musical recordings
-eight images
-20 wildlife sounds","offthemap,gothic,assets",2014,Stella Wisdom,Digital Research Team,British Library,offthemapgothic,off-the-map-gothic-fonthill.jpg,"Delineations of Fonthill and its Abbey' by John Rutter, 1823",,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Stella Wisdom,Off the Map Gothic 2014 GameCity competition,,,off-the-map-2014-gothic.zip,,,n
offthemap,off2,"""Off The Map 2014 - Gothic"" - Sounds",The 'Off the Map' annual competition challenges designers to create exciting interactive digital media using the British Library's digital collections as inspiration. The 'Gothic Off the Map' (2014) competition was an accompaniment to the British Library's Terror and Wonder: The Gothic Imagination exhibition.,"Release of existing BL digital assets for reuse in the 'Off the Map' competition:  

-three books
-five musical recordings
-eight images
-20 wildlife sounds","offthemap,gothic,assets",2014,Stella Wisdom,Digital Research Team,British Library,offthemapgothic,off-the-map-gothic-fonthill.jpg,"Delineations of Fonthill and its Abbey' by John Rutter, 1823",.ZIP file (please open with 7Zip) containing ,,CC-BY,https://creativecommons.org/licenses/by/2.0/uk/,Stella Wisdom,Off the Map Gothic 2014 GameCity competition,,,,,,n
offthemap,off3,"""Off The Map 2015 - Alice in Wonderland"" - Oxford",The 'Off the Map' annual competition challenges designers to create exciting interactive digital media using the British Library's digital collections as inspiration. The 'Alice's Adventures Off the Map' (2015) competition marked the British Library's celebrations of the 150th anniversary of Alice's Adventures in Wonderland by Lewis Carroll. ,,"offthemap,alice,oxford,assets",2015,Stella Wisdom,Digital Research Team,British Library,offthemapaliceoxford,off-the-map-alice-oxford.jpg,West Entrance into Christ Church College taken from Pembroke Lane. View of the western entrance to Christ Church College. By John Claude Nattes 1765-1822. Taken from British Library item K.Top.34.45.i.,,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Stella Wisdom,Off the Map Alice 2015,,,,,,n
